"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre.adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre.adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre.adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtjail","pop","whtpop","blkpop","child","blkchild","whtchild","adult","blkadult","whtadult","pov","childpov","blkpov","whtpov","blkchildpov","whtchildpov","unemp","whtunemp","blkunemp","emp","whtemp","blkemp","LessHS","wLessHS","bLessHS","kidskincare","wkidskincare","bkidskincare","kids2par","wkids2par","bkids2par","avgrent","incartot","new.incar","stname","police.ft.emp","police.tot.pay","welfare.ft.emp","welfare.tot.pay","cor.ft.emp","cor.tot.pay","edu.ft.emp","edu.tot.pay","drop","hosp.ft.emp","hosp.tot.pay","drop.1","tot.ft.emp","tot.tot.pay","statename","citi6010","inst6010_adacope","inst6010_nom","death.sent","death.pen","crime","food.insec","GSP","AFDCRec","SNAPRec","AFDCBen3","SNAPBen3","AFDCFS3Ben","Total.SSI","npoor","eitc.st","medicaidrec","WIC.par","NSLP.Total","SBP.Total","rpp"
"183",41,2003,4976,4116,242,2818,18406,970,7978,1151,1999,5559,182,902,41,375,3218,65,131,440,10,82,5,47,190,738,1118,3262,117,623,33,240,1844,6551,52,3697,2547,252,331,0,0,357,5,257,291,44,16,0,0,3757,40,2157,1672,165,187,0,0,69,3436824.66666667,2846621.66666667,56113.6666666667,848129.333333333,19348,642182,2588695.33333333,36765.6666666667,2204439.66666667,466284.333333333,153717.666666667,13634,336577,6104.33333333333,99449.3333333333,142557.666666667,115709,4086.66666666667,1632434,1373427.33333333,22553.3333333333,0.105781763937694,0.0825711801225625,0.14166115189765,54670,40256.6666666667,1603.66666666667,574838.666666667,452721,5653.33333333333,923.096580437845,12207,5125,"OR",5773,33308675.46,6115,25193834.48,8041,36029861.06,NA,NA,NA,NA,NA,"Total",155596,765750860.8,"Oregon",61.61588,66.86833,63.04796,2,TRUE,178070,0.145,128104,42722,398377,561.2,446.52,826,554,446,0.05,413194,96457,275713,115617,0.985833333333333
"184",42,2003,13039,11070,5208,6324,45869,15380,14226,778,5801,15068,4376,5647,534,142,471,221,3789,6423,1636,2840,333,45,88,469,1541,7121,2363,2214,156,63,294,19995,976,5793,3524,1434,559,547,0,8306,485,3097,2269,608,325,290,0,9586,428,2153,1009,695,186,167,0,715,11902032.6666667,9991910.66666667,1159759.66666667,2821058.66666667,363828.666666667,2194599.66666667,9080974,795931,7797311,1310863.66666667,462277.666666667,305373.666666667,821893.666666667,134690,244439.666666667,397798,293149.333333333,70229.6666666667,5638746.66666667,4891677.66666667,454515.666666667,0.128384621159352,0.117692119729298,0.176189982334738,199392.666666667,109710.666666667,65062.3333333333,1870797,1648269.33333333,88157,820.075432393771,40879,14227,"PA",24096,138540468.42,32506,126299638.68,27855,117360104.54,NA,NA,NA,NA,NA,"Total",505730,2444985971.64,"Pennsylvania",51.88532,19.15568,26.45972,6,TRUE,323767,0.115,459555,210409,822696,513.62,446.52,787,579,1279,0,1488465,229628,1057774,213773,0.983833333333333
"185",44,2003,1567,1223,358,871,5271,880,2054,44,847,1067,1406,113,127,98,1,14,226,255,305,28,28,24,0,23,456,557,828,62,83,43,1,1812,123,490,195,439,20,353,0,441,41,125,37,95,6,78,0,991,61,250,132,260,14,190,0,62,1029353.33333333,837749.666666667,48781,241848.333333333,16810.3333333333,174673,787505,31970.6666666667,663076.666666667,118066.333333333,41990,12561,64289,6235,16224,33834,24320,2428,511417.666666667,434316.333333333,21520.6666666667,0.162108270622532,0.136836501361443,0.221132506514415,14397.3333333333,8766,1613.66666666667,153494.333333333,123863.333333333,6439.66666666667,866.08885837826,3576,3881,"RI",2529,15045862.28,1585,9183648.82,1749,9988607.26,NA,NA,NA,NA,NA,"Total",50708,271928897.58,"Rhode Island",79.57804,70.66667,69.51917,0,TRUE,35304,0.117,40400,35514,74068,675.88,446.52,904,609,121,0.25,179036,22739,82161,21131,0.992333333333333
"186",45,2003,3416,2942,1592,1683,11570,4311,3588,557,886,4426,111,1789,70,188,0,315,422,2549,53,787,36,96,0,235,435,1747,55,930,34,85,0,4589,403,1666,659,791,45,0,0,2112,217,1015,439,504,24,0,0,2278,176,624,209,279,21,0,0,49,3969478,2611069.66666667,1177559.33333333,1003171.66666667,361890.333333333,582708.333333333,2966306.33333333,815669,2028361.33333333,567026,204269,311011.333333333,225334,131671.666666667,61943,150561.333333333,73595.6666666667,69870.6666666667,1866352,1298447.33333333,486064,0.166780440087503,0.135808718900559,0.241424566591021,108660.666666667,39352.6666666667,62186,585037.333333333,429127,117699,793.068968761849,22942,9966,"SC",10055,36065942.56,5247,16013130.74,10593,31995896.9,NA,NA,NA,NA,NA,"Total",223776,822331657.24,"South Carolina",49.6226,57.54981,49.94969,5,TRUE,220878,0.15,131900,52976,450556,250.1,446.52,571,552,516,0,870624,104967,466847,175244,0.9085
"187",46,2003,1375,1073,64,478,4003,121,906,202,458,1133,167,554,4,0,102,11,20,49,7,25,0,0,8,76,123,439,61,172,3,0,29,1216,75,330,195,15,19,778,0,48,6,17,7,0,1,42,0,466,11,116,91,2,3,217,0,27,731760,683061.666666667,5239,190192.666666667,1784.33333333333,170236.333333333,541567.333333333,3454.66666666667,512825.333333333,85361,28575,1090,71037.6666666667,539,21523.3333333333,15541.3333333333,13100,244.333333333333,382916,364377.333333333,2557.66666666667,0.103154201754723,0.0973560837484951,0.200620758407802,5958.33333333333,4364,50.3333333333333,140778,131591.333333333,919.666666666667,686.597407932988,3019,1921,"SD",1275,5231250.2,1156,3717096,1233,3986152.36,NA,NA,NA,NA,NA,"Total",38495,140443751.38,"South Dakota",46.33413,11.5,21.47803,0,TRUE,15944,0.104,28674,6285,51176,589.26,446.52,849,567,95,0,94895,20631,103592,19458,0.872
"188",47,2003,6305,5168,1792,4124,20080,4600,8545,1290,1861,5957,1083,1246,70,876,1334,412,670,2009,424,426,31,326,269,797,1127,3649,612,782,37,514,1003,7740,1193,2863,580,167,0,17,0,2040,603,1194,249,55,0,8,0,5341,551,1554,313,110,0,6,0,271,5649478.66666667,4461444,914420.333333333,1396267.66666667,292346.333333333,1016286.66666667,4253211,622074,3445157.33333333,821216,294407,244838.333333333,514517,110593.666666667,158066.666666667,189705.666666667,121309.333333333,55580.6666666667,2696132.33333333,2183941.33333333,387132,0.18082754565782,0.174235257234762,0.199268613590069,119637.666666667,64089.3333333333,46303,879241,732698.666666667,94528,743.454955001578,19141,13121,"TN",13129,53786370.58,7457,22841389,12791,38855453.04,NA,NA,NA,NA,NA,"Total",285641,1074470256.5,"Tennessee",38.7573,33.82062,37.65668,6,TRUE,296677,0.127,206564,180940,728305,225.7,446.52,551,552,829,0,1340032,152828,635613,209513,0.904666666666667
"189",48,2003,11513,8267,3079,4094,43638,9695,10783,3218,6357,10554,2554,3599,82,634,4759,958,2234,3254,735,1047,28,160,1179,1041,2056,3421,858,1316,33,205,1706,10703,3307,9926,2485,2676,602,20,0,2844,1197,3193,793,825,215,8,0,3649,1051,3045,939,991,240,6,0,1175,21212545.6666667,10735481.3333333,2320169.33333333,6141922.66666667,747296.333333333,2533257,15070623,1572873,8202224.33333333,3388815,1385552.33333333,522336.666666667,823972.333333333,229875.333333333,223530.666666667,750460.333333333,308501.666666667,140026.666666667,9701735.66666667,5352475,992297,0.197546839170372,0.0894185139153267,0.154104866116498,612718.333333333,156510.666666667,126768,4034226,1923800.33333333,271475.666666667,867.956713099278,153056,69925,"TX",44586,212169985.28,23039,76612194.82,70027,223835076.28,NA,NA,NA,NA,NA,"Total",1165821,4492748055.06,"Texas",43.47844,62.95584,57.52509,29,TRUE,1138150,0.19,843715,334406,1872473,245.22,446.52,567,552,3705,0,2755254,824449,2671975,1152222,0.964166666666667
"190",49,2003,1928,1801,82,1264,5782,199,2500,299,159,1903,194,692,128,102,321,21,4,83,7,47,5,7,19,170,112,1255,124,473,82,62,190,1614,3,754,476,458,214,169,0,78,0,45,25,24,19,6,0,1037,2,473,311,331,122,105,0,428,2271570.33333333,1920615,17933.6666666667,720799.666666667,4861.33333333333,589133.666666667,1550770.66666667,13072.3333333333,1331481.33333333,228789,86704.3333333333,1050.33333333333,159633.666666667,129.666666666667,53968.6666666667,75353.3333333333,59459.3333333333,909.333333333333,1065265.66666667,912385.666666667,9937.66666666667,0.0787097422523847,0.0553479243103182,0.11433999883418,42349.3333333333,28706.3333333333,922,569189.666666667,478868.333333333,3308.66666666667,881.178855630792,4623,3303,"UT",3818,17107332.88,3375,13013586.28,4710,17162999.04,NA,NA,NA,NA,NA,"Total",102073,450889819.18,"Utah",31.19165,8.625,14.2042,0,TRUE,103439,0.176,80212,21812,105630,578.28,446.52,840,552,213,0,188732,64070,283627,41005,0.971666666666667
"191",50,2003,725,659,12,695,2894,37,2089,192,211,976,266,41,50,18,415,4,6,10,8,0,2,1,6,187,204,937,251,41,48,17,404,1298,4,484,122,50,4,207,0,23,1,8,2,0,0,3,0,1252,3,463,116,49,4,202,0,14,595499.666666667,572384,2665,136019,708.666666666667,129029,459480.666666667,1956.33333333333,443355,58926.3333333333,17789,544.666666666667,54812,164.666666666667,16351.3333333333,15609.3333333333,14727.6666666667,157,322288.666666667,311591,1287,0.107187100653341,0.104425625961301,0.139160494482056,6141.33333333333,5703.33333333333,20.6666666666667,95096,90783.6666666667,284.666666666667,877.608195278275,1491,2067,"VT",908,4757491.26,1127,4865625.96,974,3957906.92,NA,NA,NA,NA,NA,"Total",34562,143314394.3,"Vermont",95.97168,96.37126,77.61947,0,TRUE,14217,0.091,21258,12701,41333,864.98,446.52,1013,604,52,0.32,128253,16201,54356,16854,1.002
"192",51,2003,3351,3163,1487,1637,12856,4735,4288,750,363,5352,608,1619,172,132,420,401,174,2755,294,715,105,83,159,316,167,2309,287,822,57,42,251,3152,648,2062,1619,1231,5,515,0,1289,374,1164,860,685,3,242,0,1642,251,817,688,503,2,251,0,243,7056429.66666667,4920317.66666667,1364959.66666667,1783950.66666667,409044.666666667,1136654.66666667,5272479,955915,3783663,679981.333333333,234974.333333333,248060,343882,106665.333333333,95087.6666666667,194079,108694.666666667,63753,3556468.33333333,2549252.33333333,624724.333333333,0.141550490435249,0.117787457847028,0.212384597992495,133445.333333333,55858.6666666667,59599.3333333333,1206258,884260.666666667,156052.333333333,1052.26337226435,30915,11700,"VA",15012,73092947.44,9141,36489255.72,20564,71192087.4,NA,NA,NA,NA,NA,"Total",368975,1582799319.02,"Virginia",47.57686,51.16346,52.84273,6,TRUE,217724,0.095,307208,58198,393911,474.58,446.52,755,552,740,0,608630,125205,687945,177544,1.03083333333333
"193",53,2003,6196,4568,852,3838,21712,2377,9648,372,4252,7270,639,1034,16,280,1653,42,693,1128,103,141,2,59,209,239,2578,4442,424,682,13,159,1111,10777,231,2998,406,129,794,148,0,1503,45,526,96,17,163,25,0,6780,118,1919,224,94,422,71,0,361,5926257,4634170,189202.333333333,1506392.66666667,57463,1065721.33333333,4419864.33333333,131739.333333333,3568448.66666667,676549.333333333,232095,37199,430383.666666667,15953.6666666667,122700.666666667,260941.333333333,186196.333333333,16458,2846587.66666667,2291036.66666667,83578.3333333333,0.0854016807325005,0.0626426994287279,0.0933799468521715,79128,47216.6666666667,4132.33333333333,1034209.66666667,760120.333333333,26091.3333333333,1012.9241646953,16227,9144,"WA",9554,61469675.6,9374,45835102.32,13170,57868806.56,NA,NA,NA,NA,NA,"Total",261696,1521056796.52,"Washington",50.60231,72.10272,69.88901,0,TRUE,312244,0.134,259391,135893,403992,666.12,446.52,899,578,766,0,929928,152520,495468,132046,1.032
"194",54,2003,2347,2208,250,1902,7684,602,4433,497,180,2316,1823,175,85,78,123,84,14,238,203,12,14,11,14,400,163,1969,1476,150,65,61,105,2636,210,962,261,495,201,0,0,269,25,132,31,51,25,0,0,2181,173,795,227,427,173,0,0,129,1762425.33333333,1670059.33333333,51950.3333333333,391140,12848,364339.333333333,1371285.33333333,39102.3333333333,1305720,316800,100135,16667,291079.333333333,6013,89408.3333333333,59655.6666666667,55541.3333333333,2857.66666666667,725102,690470.666666667,20844,0.206545429950801,0.208513254859527,0.147460811000357,30291,27381,1649.66666666667,257728,245669.333333333,5408.33333333333,588.54334851769,3790,2097,"WV",2821,10229879.34,3138,8795672.96,3289,8089486.94,NA,NA,NA,NA,NA,"Total",87437,324191859.04,"West Virginia",63.14313,52.625,52.7966,0,FALSE,45108,0.09,46501,40699,246890,552.66,446.52,819,552,310,0,294271,49837,204626,86827,0.8805
"195",55,2003,5010,4080,1426,2840,18666,5917,6138,295,3137,7893,1475,777,1,10,2,136,1874,3250,455,158,1,7,2,132,879,3732,831,534,0,2,0,6030,854,2750,937,348,428,2309,0,2210,578,1618,447,171,303,590,0,3082,192,866,410,135,75,1378,0,509,5285142.66666667,4588563.33333333,291435.333333333,1314363.66666667,110013.666666667,1054537.66666667,3970779,181421.666666667,3534025.66666667,542450.333333333,198553.666666667,92650.3333333333,360527.333333333,49852.3333333333,106033.666666667,188772.666666667,141165.666666667,26862.3333333333,2707629,2424784,108839.666666667,0.110128484789403,0.0947807725532466,0.19553912674468,58483.3333333333,37761.6666666667,13894,901077.666666667,787288.666666667,23907.6666666667,817.262962860093,22153,8000,"WI",12158,64538746.64,11897,52158462.36,12106,51174693.4,NA,NA,NA,NA,NA,"Total",238990,1228881839.12,"Wisconsin",49.78323,25.89615,23.1061,0,FALSE,168937,0.104,205084,49019,296719,821.06,446.52,987,636,528,0.04,738591,105702,561150,68557,0.930166666666667
"196",56,2003,1029,914,38,827,2965,74,1594,27,235,673,318,528,32,6,117,1,7,40,10,14,1,0,1,24,199,548,261,431,25,4,102,1239,25,157,63,157,78,209,0,49,0,7,4,6,6,2,0,1017,24,128,55,135,64,164,0,0,484168.666666667,428917,3411.33333333333,121129,936.333333333333,102178.333333333,363039.666666667,2475,326738.666666667,53814.3333333333,17535.3333333333,965.666666666667,41847,347,12012.3333333333,14399.3333333333,11799.3333333333,270.333333333333,251536,226951,1581,0.0802747900024886,0.0662728466082205,0.178325425638164,6115.33333333333,4206.66666666667,93,85018.3333333333,74231,445.333333333333,712.249602258799,1630,796,"WY",1481,6535220.36,936,2944432.18,1434,5059788.96,NA,NA,NA,NA,NA,"Total",36606,150734713.68,"Wyoming",26.48627,8.666667,9.459694,0,TRUE,17644,0.122,21281,733,25306,414.8,446.52,706,562,48,0,57371,12037,49485,10050,0.961166666666667
"197",1,2004,3598,2688,1527,1948,12735,4327,4575,642,1662,3458,215,1311,59,329,1271,253,735,1798,132,654,27,186,426,376,899,1547,80,640,31,135,796,3592,1280,1619,2205,0,0,441,0,1472,640,705,1257,0,0,253,0,1982,614,887,919,0,0,173,0,101,4390075.33333333,3069207.66666667,1138389,1097695,350907,690128.666666667,3292380.33333333,787482,2379079,746786.333333333,270344.666666667,367575.666666667,331867.666666667,157600.666666667,93350.3333333333,166432.333333333,88644.6666666667,71345.3333333333,1961176.33333333,1446734,433819.666666667,0.182024043658561,0.167456831797016,0.217716085122963,117271,49868,60793.3333333333,653126.666666667,518173,100890.333333333,688.076056389042,25635,8400,"AL",9407,37587330.48,5383,18214867.09,7706,27023768.31,NA,NA,NA,NA,NA,"Total",245037,934293212.93,"Alabama",28.70806,30.19643,48.30526,7,TRUE,194611,0.128,148396,45377,497591,255.85,441.49,586,564,763,0,782251,120310,558455,175875,0.8775
"198",2,2004,665,491,59,216,3205,196,694,36,681,977,134,80,0,0,628,4,56,80,8,2,0,0,46,6,153,310,44,27,0,0,153,1457,12,733,57,67,208,0,0,113,0,65,1,3,14,0,0,407,2,186,16,26,57,0,0,NA,630015.666666667,424953.666666667,20717.6666666667,188869,7018.66666666667,109839.666666667,441146.666666667,13699,315114,55926.6666666667,23954.6666666667,2073.66666666667,24886,998,8648.33333333333,32704.3333333333,15791.3333333333,1168.33333333333,305758.666666667,227002.666666667,10090,0.0755553955806683,0.0436756916918642,0.0709728204229852,12312.6666666667,4358,556,124898,80006.3333333333,3357.33333333333,1117.7015301756,4534,2746,"AK",1044,7169721.44,1868,8237425.14,1821,8828624.28,NA,NA,NA,NA,NA,"Total",45651,242021019.52,"Alaska",37.37891,19.16667,27.47109,0,FALSE,25799,0.133,35527,13768,49323,1100.75,522.41,1336,926,59,0,98155,26616,52069,12405,1.06116666666667
"199",4,2004,7173,4837,811,3209,21475,1789,6585,343,4079,4191,1965,1948,333,459,518,36,433,510,310,286,48,63,49,151,1820,2107,867,782,180,188,258,6664,672,2769,508,1594,91,2004,0,735,80,373,77,272,9,243,0,3088,275,1304,234,780,47,857,0,303,5492663,3362498.66666667,161101,1517212.66666667,50224.3333333333,718780,3975450.33333333,110876.666666667,2643718.66666667,838030.666666667,335578.333333333,38790.3333333333,305467.333333333,18057.6666666667,81167.3333333333,190969.666666667,102330.333333333,8978,2423459.33333333,1584129.33333333,67578.3333333333,0.140498367854699,0.0676035694014571,0.0982091525475908,144929.333333333,41958.3333333333,6400.33333333333,940421.333333333,505752.666666667,20137.3333333333,920.642595620704,32384,11589,"AZ",13407,72282125.58,6834,23874214.35,14547,50535826.39,NA,NA,NA,NA,NA,"Total",237939,1075183705.61,"Arizona",46.84286,56.96667,46.97109,4,TRUE,330729,0.139,204074,114970,529556,412.93,441.49,718,564,830,0,1016843,176223,545033,178799,0.986666666666667
"200",5,2004,3486,3371,1041,2228,9875,2132,3931,292,197,3902,157,837,72,143,735,86,98,1377,40,255,39,72,150,200,88,2329,104,541,30,65,540,3345,348,1273,0,841,50,351,0,1012,143,444,0,371,11,113,0,2161,199,780,0,448,37,194,0,610,2652624,2064409,410138.333333333,673130.666666667,136032,475627.666666667,1979493.33333333,274106.333333333,1588781.33333333,449655.666666667,169681.666666667,159181.666666667,247842.666666667,70211.3333333333,79450,97760.6666666667,59243.3333333333,32606.3333333333,1208358.33333333,974185,152981,0.17591361802091,0.155865393672324,0.247588543553949,71098,41482.6666666667,23133,407995.333333333,330149.333333333,39590.3333333333,687.561585071603,12577,8045,"AR",5578,19750031.35,3735,11653417.72,6280,17033304.19,NA,NA,NA,NA,NA,"Total",141469,480717183.8,"Arkansas",50.40571,45.4,44.52393,2,TRUE,114977,0.144,86813,22360,346441,242.76,441.49,575,564,412,0,580294,89113,322753,132314,0.873166666666667
"201",6,2004,39366,30739,8803,11512,163040,36743,33332,9385,30825,46837,9044,8312,330,7700,11241,2493,10773,13519,2983,2272,100,2120,2483,2799,7005,13319,2965,2332,119,1985,2808,32786,8055,21369,16672,2649,12516,29627,0,7192,4129,5934,5850,952,5889,6797,0,10095,1370,5811,4704,734,2367,8251,0,498,34675766,15506390,2130229.66666667,9443573,646175.666666667,3170309.33333333,25232193,1484054,12336080.6666667,4731255,1871762.66666667,438097.666666667,1192351,191113,283124.333333333,1376859.33333333,526005,131341.666666667,15767145,7668308.66666667,876625.333333333,0.168403823833303,0.0558265482997948,0.098545489800115,865639.666666667,187275.333333333,89140.3333333333,6244356.33333333,2327305.33333333,208563.666666667,1228.58242721836,163939,123839,"CA",65465,521917224.57,66189,311655746.15,77827,452519475.73,NA,NA,NA,NA,NA,"Total",1519828,9768542995.4,"California",55.62488,92.51428,87.21405,11,TRUE,1425285,0.138,1642982,1103152,1859486,837.76,441.49,1017,790,4743,0,7947657,1292737,2798852,939884,1.1305
"202",8,2004,7782,6042,979,3974,23555,2224,8029,1258,2532,6259,502,4258,207,171,203,215,334,857,72,622,21,35,13,639,1239,3109,277,2252,126,66,126,5493,1298,1685,357,967,49,174,0,682,237,268,79,119,13,24,0,2859,570,843,174,590,23,82,0,704,4450054,3238044,174572.333333333,1154105.66666667,56109.3333333333,741787.333333333,3295948.33333333,118463,2496256.66666667,466316.333333333,164357.333333333,34956.3333333333,244736.666666667,14819,63963.6666666667,169890,109110.666666667,12284,2260662,1727223.33333333,76855,0.0990686772914161,0.047342407529826,0.0915853517701504,73392.3333333333,32353.3333333333,7823,803580.333333333,556001,21229,1038.76939208372,19655,9220,"CO",9579,56449831.27,7231,31843581.28,9823,45247661.55,NA,NA,NA,NA,NA,"Total",209583,1074865599.57,"Colorado",47.47132,22.43054,14.01051,0,TRUE,190126,0.125,204354,38162,241780,423.64,441.49,727,601,450,0,394407,83409,335266,74332,1.01283333333333
"203",10,2004,880,797,484,334,2478,928,575,79,173,750,146,440,0,0,0,49,98,430,62,280,0,0,0,28,70,268,74,134,0,0,0,722,62,290,15,286,38,71,0,417,46,178,8,171,21,38,0,261,12,98,7,98,16,25,0,19,793378.666666667,566799.666666667,152442,193405,46907.6666666667,121105.666666667,599973.666666667,105534.333333333,445694,72647,25818,27371,34885,12077.6666666667,8842.66666666667,27273,14948,9954.66666666667,395824,293440.666666667,68607.6666666667,0.122016728596754,0.101063954457372,0.158499611299145,18449.3333333333,8235.33333333333,7138,119282.333333333,88433.6666666667,15763,949.519636164315,6753,1740,"DE",1724,10588138.05,1445,5645759.84,2756,11133238.97,NA,NA,NA,NA,NA,"Total",43016,201765941.09,"Delaware",54.93526,67.3125,62.86156,2,TRUE,32361,0.074,49495,12723,55642,402.22,441.49,709,564,75,0,133892,18353,78045,22559,1.02133333333333
"204",12,2004,19932,9107,7721,10414,69893,21272,24069,3544,23430,16306,1547,4217,102,691,0,1395,10041,6747,744,1938,44,318,0,1802,11456,7908,645,1836,51,307,0,22585,4421,10748,1855,1133,421,8588,0,9321,2096,4907,885,522,197,3235,0,11095,2029,4872,829,526,180,4466,0,1378,16655717.6666667,10500889.3333333,2525601.33333333,3922589.66666667,853231,2080692.33333333,12733128,1672370.33333333,8420197,2193618.33333333,770773.666666667,666252.666666667,904004.333333333,308698,241363,578444.666666667,288484,146557.666666667,7532556.66666667,4810078,1052844.66666667,0.129734011177847,0.0892960508804336,0.21634855272574,369491,141726.333333333,136503.666666667,2338973.33333333,1418460.66666667,305559.666666667,990.308836934058,83165,40571,"FL",39630,215973771.16,17317,59678560.69,43666,160075089.58,NA,NA,NA,NA,NA,"Total",747990,3212511126.58,"Florida",43.86201,7.361111,13.93233,9,TRUE,850479,0.108,635769,116208,1202227,360.57,441.49,674,564,2026,0,2157536,373214,1463971,532972,0.9945
